video_id,gloss,url
17731,drink,https://www.youtube.com/watch?v=LqJM7wcUixQ
17732,drink,http://www.aslpro.com/main/d/drink.swf
17733,drink,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4
65540,drink,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4
17734,drink,http://www.aslsearch.com/signs/videos/drink.mp4
17711,drink,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4
17712,drink,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4
17713,drink,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4
17714,drink,https://www.handspeak.com/word/d/drink2.mp4
17715,drink,https://www.handspeak.com/word/d/drink-alcohol.mp4
17716,drink,https://www.handspeak.com/word/d/drink-british.mp4
17717,drink,https://www.handspeak.com/word/d/drink.mp4
17718,drink,https://www.handspeak.com/word/d/drink-mug.mp4
17709,drink,https://media.spreadthesign.com/video/mp4/13/153289.mp4
67594,drink,https://youtu.be/yawcLQIhQiE
17719,drink,https://www.handspeak.com/word/d/drink-plu.mp4
17720,drink,https://www.signingsavvy.com/signs/mp4/14/14885.mp4
17721,drink,https://www.signingsavvy.com/signs/mp4/23/23388.mp4
17722,drink,https://www.signingsavvy.com/signs/mp4/23/23388.mp4
17723,drink,https://www.signingsavvy.com/signs/mp4/23/23389.mp4
17724,drink,https://www.signingsavvy.com/signs/mp4/7/7796.mp4
12306,computer,https://www.youtube.com/watch?v=PPmQd2zWdP0
68028,computer,https://www.youtube.com/watch?v=H-tAzh-nuV8
69054,computer,https://www.youtube.com/watch?v=YEFd7zsUNXU
12328,computer,https://www.signingsavvy.com/signs/mp4/6/6326.mp4
12329,computer,https://www.youtube.com/watch?v=97IwdVSOQho
12330,computer,https://www.youtube.com/watch?v=cujhpwWi1yY
12312,computer,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4
12331,computer,https://www.youtube.com/watch?v=fY11M3Dxxx0
12332,computer,https://www.youtube.com/watch?v=lVo6MByRMHY
12333,computer,https://www.youtube.com/watch?v=-_RSZM-lLXE
12335,computer,https://www.youtube.com/watch?v=vK4GwJaDcWU
12336,computer,https://www.youtube.com/watch?v=-wmqgdmwySo
12311,computer,https://media.spreadthesign.com/video/mp4/13/51378.mp4
12337,computer,http://www.aslpro.com/main/c/computer.swf
12338,computer,http://www.aslsearch.com/signs/videos/computer.mp4
12313,computer,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4
12314,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4
12315,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4
12316,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4
12317,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4
12318,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4
12319,computer,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4
12320,computer,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4
67519,computer,https://youtu.be/u1xoXux2NaE
12321,computer,https://www.handspeak.com/word/c/computer-arm2.mp4
12322,computer,https://www.handspeak.com/word/c/computer-arm.mp4
12323,computer,https://www.handspeak.com/word/c/computer-head.mp4
12324,computer,https://www.handspeak.com/word/c/computer-old2.mp4
12326,computer,https://www.signingsavvy.com/signs/mp4/6/6011.mp4
12327,computer,https://www.signingsavvy.com/signs/mp4/6/6012.mp4
05724,before,https://www.youtube.com/watch?v=pDqITge_TGs
70348,before,https://www.youtube.com/watch?v=bq-HmgjGzmw
68007,before,https://www.youtube.com/watch?v=IYH-gBXXl8I
05744,before,https://www.youtube.com/watch?v=MvtVsr3P098
05746,before,https://www.youtube.com/watch?v=PeO4kaKvoVM
05728,before,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4
05747,before,https://www.youtube.com/watch?v=TQMe2WDz9QE
05748,before,http://www.aslpro.com/main/b/before.swf
05749,before,http://www.aslsearch.com/signs/videos/before3.mp4
05750,before,http://www.aslsearch.com/signs/videos/before.mp4
05729,before,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4
05730,before,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4
65167,before,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4
05731,before,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4
05732,before,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4
05733,before,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4
05734,before,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4
05735,before,https://www.handspeak.com/word/b/before-long.mp4
05736,before,https://www.handspeak.com/word/b/before.mp4
05727,before,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4
05737,before,https://www.handspeak.com/word/b/before-past.mp4
05739,before,https://www.signingsavvy.com/signs/mp4/22/22829.mp4
05740,before,https://www.signingsavvy.com/signs/mp4/22/22831.mp4
05741,before,https://www.signingsavvy.com/signs/mp4/5/5971.mp4
05742,before,https://www.signingsavvy.com/signs/mp4/6/6164.mp4
05743,before,https://www.signingsavvy.com/signs/mp4/9/9194.mp4
09847,chair,https://www.youtube.com/watch?v=PPmQd2zWdP0
70230,chair,https://www.youtube.com/watch?v=4Nh1iFv2BMc
68580,chair,https://www.youtube.com/watch?v=j2hvnGiBrRI
70263,chair,https://www.youtube.com/watch?v=WGfiiDgrq1I
68019,chair,https://www.youtube.com/watch?v=zICB0wesqvY
09865,chair,http://www.aslpro.com//main/c/chair_stacking.swf
09866,chair,http://www.aslpro.com/main/c/chair.swf
09848,chair,https://media.spreadthesign.com/video/mp4/13/74909.mp4
09867,chair,http://www.aslpro.com//main/c/chair_wood.swf
09869,chair,http://www.aslsearch.com/signs/videos/chair.mp4
09849,chair,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4
09850,chair,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4
09851,chair,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4
65328,chair,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4
09853,chair,https://www.handspeak.com/word/c/chair.mp4
09854,chair,https://www.signingsavvy.com/signs/mp4/7/7821.mp4
09855,chair,https://www.youtube.com/watch?v=8vc2vD9N4tk
09856,chair,https://www.youtube.com/watch?v=dXz1i9gTR4w
67483,chair,https://youtu.be/K47c4lIJQvI
09857,chair,http://www.aslpro.com//main/c/chair_director.swf
09858,chair,http://www.aslpro.com//main/c/chair_folding.swf
09859,chair,http://www.aslpro.com//main/c/chair_lawn_folding.swf
09860,chair,http://www.aslpro.com//main/c/chair_lawn.swf
09861,chair,http://www.aslpro.com//main/c/chair_loveseat.swf
09862,chair,http://www.aslpro.com//main/c/chair_recliner.swf
09863,chair,http://www.aslpro.com//main/c/chair_rocking_1.swf
24857,go,https://www.youtube.com/watch?v=YdHKN_wHZqo
69345,go,http://aslbricks.org/New/ASL-Videos/go.mp4
68292,go,https://www.youtube.com/watch?v=7IkKMzvSsFM
24955,go,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
24956,go,https://www.signingsavvy.com/signs/mp4/23/23401.mp4
24941,go,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4
24960,go,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
24961,go,https://www.signingsavvy.com/signs/mp4/23/23517.mp4
24962,go,https://www.signingsavvy.com/signs/mp4/23/23519.mp4
24965,go,https://www.youtube.com/watch?v=jknOnIhAbNo
24969,go,https://www.youtube.com/watch?v=ZEyH-t5ALCs
24970,go,https://www.youtube.com/watch?v=ZEyH-t5ALCs
24971,go,https://www.youtube.com/watch?v=ZyL9f_qoGug
24972,go,http://www.aslpro.com/main/g/go.swf
65824,go,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4
24973,go,http://www.aslsearch.com/signs/videos/go.mp4
24943,go,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4
24946,go,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4
24947,go,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4
24948,go,https://www.handspeak.com/word/g/go.mp4
24940,go,https://media.spreadthesign.com/video/mp4/13/58507.mp4
67715,go,https://youtu.be/QfVrSA3yrSc
24950,go,https://www.handspeak.com/word/g/go-to2.mp4
24951,go,https://www.handspeak.com/word/g/go-to.mp4
24952,go,https://www.signingsavvy.com/signs/mp4/22/22235.mp4
24954,go,https://www.signingsavvy.com/signs/mp4/23/23400.mp4
11305,clothes,https://www.youtube.com/watch?v=PPmQd2zWdP0
68870,clothes,https://www.youtube.com/watch?v=RVnoNW53qFU
68024,clothes,https://www.youtube.com/watch?v=Xmrvvk8l3_w
11327,clothes,http://www.aslpro.com//main/c/clothes.swf
11328,clothes,http://www.aslpro.com//main/c/clothes_winter.swf
11310,clothes,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4
11329,clothes,http://www.aslpro.com//main/c/clothes_womens.swf
11330,clothes,http://www.aslsearch.com/signs/videos/clothes.mp4
11311,clothes,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4
11312,clothes,https://www.handspeak.com/word/c/clothes.mp4
11313,clothes,https://www.signingsavvy.com/signs/mp4/6/6566.mp4
11314,clothes,https://www.youtube.com/watch?v=06hMAkUdQgg
11315,clothes,https://www.youtube.com/watch?v=15czV0-SagI
11309,clothes,https://media.spreadthesign.com/video/mp4/13/399310.mp4
11316,clothes,https://www.youtube.com/watch?v=mda48XkT9gQ
11317,clothes,http://www.aslpro.com//main/c/clothes_boys.swf
11318,clothes,http://www.aslpro.com//main/c/clothes_designer.swf
11319,clothes,http://www.aslpro.com//main/c/clothes_fall.swf
11320,clothes,http://www.aslpro.com//main/c/clothes_girls.swf
11321,clothes,http://www.aslpro.com//main/c/clothes_irregular.swf
11322,clothes,http://www.aslpro.com//main/c/clothes_mens.swf
11323,clothes,http://www.aslpro.com//main/c/clothes_petite.swf
11324,clothes,http://www.aslpro.com//main/c/clothes_plus_size.swf
11325,clothes,http://www.aslpro.com//main/c/clothes_spring.swf
11326,clothes,http://www.aslpro.com//main/c/clothes_summer.swf
63219,who,https://www.youtube.com/watch?v=A5dihMAjeTE
69534,who,http://aslbricks.org/New/ASL-Videos/who.mp4
68890,who,https://www.youtube.com/watch?v=SQUHKsHMUiw
68183,who,https://www.youtube.com/watch?v=Xx8ZjswBRLY
63239,who,https://www.youtube.com/watch?v=pBnGrdxhxHQ
63240,who,https://www.youtube.com/watch?v=_V31e361KV8
63241,who,http://www.aslpro.com/main/w/who.swf
63242,who,http://www.aslsearch.com/signs/videos/who.mp4
63226,who,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4
63227,who,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4
63228,who,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4
63229,who,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4
63230,who,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4
63231,who,https://media.asldeafined.com/vocabulary/1468928348.68.mp4
66778,who,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4
63232,who,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4
63233,who,https://www.handspeak.com/word/w/who.mp4
63234,who,https://www.handspeak.com/word/w/who-old.mp4
66779,who,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4
66780,who,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/WH/WHO-2283.mp4
63225,who,https://media.spreadthesign.com/video/mp4/13/51811.mp4
67066,who,https://youtu.be/gDkZ2Zn3Sjg
63236,who,https://www.signingsavvy.com/signs/mp4/9/9019.mp4
63237,who,https://www.signingsavvy.com/signs/mp4/9/9020.mp4
63238,who,https://www.youtube.com/watch?v=dnDu1DxXWo4
08909,candy,https://www.youtube.com/watch?v=PPmQd2zWdP0
68018,candy,https://www.youtube.com/watch?v=LMQ4kaHPS48
70326,candy,https://www.youtube.com/watch?v=pc0-gVEETVg
68790,candy,https://www.youtube.com/watch?v=PfobLrBH5G8
08928,candy,http://www.aslpro.com/main/c/candy.swf
08929,candy,http://www.aslsearch.com/signs/videos/candy.mp4
08916,candy,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/candy.mp4
08917,candy,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing%202-dsVi-FR4eBg.mp4
08918,candy,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy%2C%20It%27s%20Nothing-YX3NQ7iEwiE.mp4
08919,candy,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Candy-v1iNoQ1DZ7c.mp4
08920,candy,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cute-Dl2ekdgVRTg.mp4
08921,candy,https://media.asldeafined.com/vocabulary/1471144833.8086.mp4
08922,candy,https://www.handspeak.com/word/c/candy-sweet.mp4
08923,candy,https://www.handspeak.com/word/c/candy-usa.mp4
65298,candy,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-66.mp4
08924,candy,https://www.signingsavvy.com/signs/mp4/6/6123.mp4
65299,candy,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_1-67.mp4
65300,candy,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANDY_2-1014.mp4
08915,candy,https://media.spreadthesign.com/video/mp4/13/51294.mp4
67468,candy,https://youtu.be/kymMYu5qPhY
67470,candy,https://youtu.be/xK2QEO7Xld4
08925,candy,https://www.signingsavvy.com/signs/mp4/7/7906.mp4
08926,candy,https://www.youtube.com/watch?v=EfJ4xLiX5IA
08927,candy,https://www.youtube.com/watch?v=nmD3uqyVAC0
65415,cousin,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COUSIN-1171.mp4
70332,cousin,https://www.youtube.com/watch?v=bq-HmgjGzmw
68592,cousin,https://www.youtube.com/watch?v=jC6sHiZBEyI
13647,cousin,http://www.aslsearch.com/signs/videos/cousin3.mp4
13648,cousin,http://www.aslsearch.com/signs/videos/cousin.mp4
13631,cousin,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-female.mp4
13632,cousin,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cousin-male.mp4
13633,cousin,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4
13634,cousin,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4
13635,cousin,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4
13636,cousin,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4
13637,cousin,https://www.handspeak.com/word/c/cousin-female.mp4
13638,cousin,https://www.handspeak.com/word/c/cousin-male.mp4
13630,cousin,https://media.spreadthesign.com/video/mp4/13/47501.mp4
13639,cousin,https://www.handspeak.com/word/c/cousin.mp4
67535,cousin,https://youtu.be/mBNbzPNTVqk
13640,cousin,https://www.signingsavvy.com/signs/mp4/6/6148.mp4
13641,cousin,https://www.signingsavvy.com/signs/mp4/6/6150.mp4
13642,cousin,https://www.signingsavvy.com/signs/mp4/6/6568.mp4
13643,cousin,https://www.youtube.com/watch?v=e9-jd3sf6us
13644,cousin,http://www.aslpro.com/main/c/cousin_female.swf
13645,cousin,http://www.aslpro.com/main/c/cousin_male.swf
13646,cousin,http://www.aslsearch.com/signs/videos/cousin2.mp4
14855,deaf,https://www.youtube.com/watch?v=ChIupJBcxjs
70015,deaf,https://www.youtube.com/watch?v=25ymRY7hbjs
68586,deaf,https://www.youtube.com/watch?v=J9hiREjgVe0
68033,deaf,https://www.youtube.com/watch?v=Qvn5RGyb0po
14899,deaf,https://www.youtube.com/watch?v=sP4e9vRUCYM
14900,deaf,https://www.youtube.com/watch?v=YsLUNOu9jXU
14882,deaf,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4
14901,deaf,http://www.aslpro.com/main/d/deaf_1.swf
14903,deaf,http://www.aslsearch.com/signs/videos/deaf.mp4
14883,deaf,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4
14884,deaf,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4
14885,deaf,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4
14886,deaf,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4
65445,deaf,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4
14887,deaf,https://media.asldeafined.com/vocabulary/1466906743.302.mp4
14888,deaf,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4
14889,deaf,https://www.handspeak.com/word/d/deaf2.mp4
14891,deaf,https://www.handspeak.com/word/d/deaf.mp4
14893,deaf,https://www.signingsavvy.com/signs/mp4/23/23016.mp4
14894,deaf,https://www.signingsavvy.com/signs/mp4/23/23017.mp4
14895,deaf,https://www.youtube.com/watch?v=5Dr7V1fbTFU
14896,deaf,https://www.youtube.com/watch?v=IgT0jDp56ZM
14898,deaf,https://www.youtube.com/watch?v=ofL3HMkLDOc
65717,fine,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FINE-455.mp4
70234,fine,https://www.youtube.com/watch?v=4Nh1iFv2BMc
68048,fine,https://www.youtube.com/watch?v=Yey5VEZE-_g
21885,fine,https://www.youtube.com/watch?v=IuBUE7SH1Wk
21886,fine,https://www.youtube.com/watch?v=OHHKerxHJjQ
21887,fine,https://www.youtube.com/watch?v=YSTnrscx1UY
21888,fine,http://www.aslpro.com/main/f/fine.swf
21870,fine,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4
21889,fine,http://www.aslpro.com//main/f/fine_ticket.swf
21890,fine,http://www.aslsearch.com/signs/videos/cost.mp4
21891,fine,http://www.aslsearch.com/signs/videos/fine.mp4
21871,fine,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4
21872,fine,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4
21869,fine,https://media.spreadthesign.com/video/mp4/13/92669.mp4
21874,fine,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4
21875,fine,https://www.handspeak.com/word/f/fine-charge.mp4
21876,fine,https://www.handspeak.com/word/f/fine-good2.mp4
21878,fine,https://www.signingsavvy.com/signs/mp4/14/14347.mp4
67660,fine,https://youtu.be/2RLybfKx4Js
67659,fine,https://youtu.be/lTp1ICCGCxA
21883,fine,https://www.signingsavvy.com/signs/mp4/6/6355.mp4
21884,fine,https://www.youtube.com/watch?v=atyYSgDudAU
27194,help,https://www.youtube.com/watch?v=SiBub8VD5wo
69364,help,http://aslbricks.org/New/ASL-Videos/help.mp4
27219,help,https://www.youtube.com/watch?v=RStYX5OXPjE
27220,help,http://www.aslpro.com/main/h/help.swf
27221,help,http://www.aslsearch.com/signs/videos/help.mp4
27206,help,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
27207,help,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
27208,help,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
27209,help,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
27210,help,https://www.handspeak.com/word/h/help2.mp4
27211,help,https://www.handspeak.com/word/h/help-me.mp4
27212,help,https://www.handspeak.com/word/h/help.mp4
65890,help,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
27213,help,https://www.signingsavvy.com/signs/mp4/23/23431.mp4
27214,help,https://www.signingsavvy.com/signs/mp4/5/5871.mp4
65891,help,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
65889,help,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
67757,help,https://youtu.be/OWXmFhatan8
27215,help,https://www.signingsavvy.com/signs/mp4/6/6389.mp4
27216,help,https://www.signingsavvy.com/signs/mp4/9/9918.mp4
27217,help,https://www.signingsavvy.com/signs/mp4/9/9936.mp4
27218,help,https://www.youtube.com/watch?v=l31UXgChCS4
38482,no,https://www.youtube.com/watch?v=1_jXxjd0lKE
69411,no,http://aslbricks.org/New/ASL-Videos/no.mp4
68110,no,https://www.youtube.com/watch?v=BqmquW0f1ok
68406,no,https://www.youtube.com/watch?v=Dd95RFhtSs4
38539,no,https://www.youtube.com/watch?v=nyUDOPmQlZQ
38540,no,https://www.youtube.com/watch?v=pkzfT9cYvH0
38541,no,https://www.youtube.com/watch?v=QJXKaOSyl4o
38542,no,http://www.aslpro.com/main/n/no.swf
38525,no,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
38544,no,http://www.aslsearch.com/signs/videos/no.mp4
38527,no,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
38529,no,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
38530,no,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
38531,no,https://www.handspeak.com/word/n/no.mp4
38532,no,https://www.signingsavvy.com/signs/mp4/23/23547.mp4
38533,no,https://www.signingsavvy.com/signs/mp4/23/23949.mp4
66183,no,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
38524,no,https://media.spreadthesign.com/video/mp4/13/48823.mp4
67934,no,https://youtu.be/jGsh6zd3eUQ
38534,no,https://www.signingsavvy.com/signs/mp4/6/6400.mp4
38536,no,https://www.youtube.com/watch?v=lgNwgl10VSg
38538,no,https://www.youtube.com/watch?v=mskmnqYYsGw
57919,thin,https://www.youtube.com/watch?v=x6CehcknaH8
57948,thin,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
57949,thin,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
57950,thin,https://www.youtube.com/watch?v=5IGeT5NK79A
57952,thin,http://www.aslpro.com/main/t/thin.swf
57934,thin,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4
57953,thin,http://www.aslsearch.com/signs/videos/skinny.mp4
57935,thin,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4
57936,thin,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4
57937,thin,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4
66606,thin,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4
57939,thin,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4
